order_id,warehouse_id,lat,lng,weight,volume
ORD-0211,WH-001,10.726091,106.747787,19.09,0.711
ORD-0212,WH-001,10.747161,106.711303,142.66,0.56
ORD-0213,WH-003,10.754782,106.822681,27.41,0.338
ORD-0214,WH-001,10.858423,106.784696,141.16,0.231
ORD-0215,WH-003,10.742632,106.733015,142.83,0.686
ORD-0216,WH-001,10.895232,106.7102,135.75,0.519
ORD-0217,WH-001,10.749535,106.656943,22.71,0.68
ORD-0218,WH-002,10.672918,106.663632,97.73,0.777
ORD-0219,WH-001,10.846699,106.673071,23.26,0.456
ORD-0220,WH-001,10.857454,106.766262,90.03,0.652
ORD-0221,WH-001,10.73214,106.644266,135.58,0.012
ORD-0222,WH-001,10.896882,106.762065,120.78,0.097
ORD-0223,WH-001,10.682951,106.707473,119.32,0.475
ORD-0224,WH-001,10.693562,106.61572,112.55,0.426
ORD-0225,WH-003,10.66589,106.734483,57.5,0.479
ORD-0226,WH-002,10.77596,106.883625,11.29,0.629
ORD-0227,WH-003,10.780363,106.737413,144.78,0.058
ORD-0228,WH-002,10.861825,106.727882,20.65,0.573
ORD-0229,WH-002,10.668373,106.624237,93.2,0.062
ORD-0230,WH-002,10.806079,106.775609,108.26,0.311
ORD-0231,WH-003,10.782639,106.736115,92.79,0.088
ORD-0232,WH-003,10.678604,106.796414,132.27,0.446
ORD-0233,WH-001,10.757517,106.866427,65.0,0.664
ORD-0234,WH-002,10.753997,106.628526,66.88,0.535
ORD-0235,WH-002,10.888398,106.806046,73.77,0.082
ORD-0236,WH-001,10.673308,106.628969,112.13,0.651
ORD-0237,WH-003,10.664995,106.886987,86.44,0.539
ORD-0238,WH-002,10.7384,106.799602,113.79,0.696
ORD-0239,WH-003,10.662862,106.686289,50.31,0.092
ORD-0240,WH-003,10.703185,106.797021,37.52,0.095
ORD-0241,WH-003,10.74189,106.828782,88.24,0.648
ORD-0242,WH-003,10.893637,106.845528,93.97,0.518
ORD-0243,WH-001,10.802249,106.797349,105.55,0.033
ORD-0244,WH-002,10.825675,106.692695,54.27,0.015
ORD-0245,WH-001,10.79158,106.720235,25.57,0.51
ORD-0246,WH-001,10.672939,106.759145,59.55,0.368
ORD-0247,WH-001,10.742513,106.816479,117.64,0.458
ORD-0248,WH-001,10.870836,106.646674,114.39,0.049
ORD-0249,WH-001,10.718026,106.798582,75.42,0.359
ORD-0250,WH-002,10.703892,106.753704,55.05,0.098
ORD-0251,WH-003,10.819622,106.74599,101.73,0.046
ORD-0252,WH-002,10.896111,106.616435,34.64,0.757
ORD-0253,WH-001,10.84104,106.686834,22.4,0.403
ORD-0254,WH-002,10.693924,106.714062,107.03,0.405
ORD-0255,WH-003,10.85155,106.621623,129.96,0.043
ORD-0256,WH-001,10.764939,106.623359,50.39,0.349
ORD-0257,WH-002,10.827375,106.725308,21.7,0.026
ORD-0258,WH-002,10.692968,106.884284,71.71,0.555
ORD-0259,WH-002,10.672032,106.853345,40.28,0.475
ORD-0260,WH-003,10.669662,106.861157,113.14,0.185
ORD-0261,WH-001,10.669095,106.789967,81.94,0.163
ORD-0262,WH-002,10.737775,106.887467,98.59,0.127
ORD-0263,WH-001,10.686611,106.659182,92.35,0.611
ORD-0264,WH-003,10.668838,106.885388,96.05,0.377
ORD-0265,WH-003,10.839969,106.734672,139.0,0.456
ORD-0266,WH-003,10.896633,106.696962,145.79,0.26
ORD-0267,WH-002,10.667072,106.732662,48.91,0.227
ORD-0268,WH-001,10.737986,106.622257,71.95,0.04
ORD-0269,WH-002,10.857924,106.623019,130.32,0.686
ORD-0270,WH-003,10.79852,106.715345,89.15,0.764
ORD-0271,WH-003,10.873969,106.73492,122.42,0.525
ORD-0272,WH-002,10.801251,106.75041,143.87,0.366
ORD-0273,WH-002,10.895596,106.625299,98.69,0.041
ORD-0274,WH-003,10.75944,106.731827,80.8,0.135
ORD-0275,WH-002,10.879484,106.716225,117.3,0.546
ORD-0276,WH-001,10.847307,106.794192,14.56,0.085
ORD-0277,WH-003,10.746641,106.675599,128.48,0.772
ORD-0278,WH-003,10.86832,106.700009,89.5,0.122
ORD-0279,WH-002,10.727558,106.796816,101.01,0.112
ORD-0280,WH-003,10.884501,106.692875,59.62,0.635
ORD-0281,WH-001,10.817529,106.848688,112.12,0.551
ORD-0282,WH-003,10.673363,106.801137,78.73,0.024
ORD-0283,WH-002,10.695066,106.664258,142.41,0.394
ORD-0284,WH-001,10.899994,106.646484,47.89,0.633
ORD-0285,WH-003,10.842719,106.850536,133.13,0.04
ORD-0286,WH-002,10.869098,106.785409,91.6,0.132
ORD-0287,WH-001,10.857836,106.831329,122.31,0.141
ORD-0288,WH-002,10.660923,106.70929,109.34,0.776
ORD-0289,WH-003,10.721232,106.824561,70.09,0.432
ORD-0290,WH-002,10.891399,106.835311,136.08,0.163
ORD-0291,WH-003,10.886783,106.895332,71.94,0.233
ORD-0292,WH-002,10.775727,106.725598,28.5,0.168
ORD-0293,WH-003,10.6846,106.675001,97.97,0.701
ORD-0294,WH-003,10.883573,106.81342,79.81,0.108
ORD-0295,WH-001,10.840779,106.681837,136.27,0.126
ORD-0296,WH-002,10.672928,106.873151,123.42,0.709
ORD-0297,WH-001,10.753724,106.718936,59.22,0.315
ORD-0298,WH-001,10.743728,106.608456,139.97,0.673
ORD-0299,WH-003,10.733823,106.643815,10.55,0.735
ORD-0300,WH-002,10.824018,106.641638,107.3,0.364
ORD-0301,WH-001,10.876464,106.605701,36.27,0.128
ORD-0302,WH-003,10.80222,106.726976,117.55,0.198
ORD-0303,WH-001,10.661937,106.725948,120.12,0.371
ORD-0304,WH-001,10.859172,106.749949,82.73,0.509
ORD-0305,WH-003,10.710485,106.643073,67.24,0.496
ORD-0306,WH-001,10.792666,106.656194,101.89,0.424
ORD-0307,WH-002,10.66692,106.757818,78.56,0.791
ORD-0308,WH-003,10.655084,106.861999,11.31,0.316
ORD-0309,WH-002,10.713413,106.604873,119.34,0.282
ORD-0310,WH-003,10.814276,106.631099,89.38,0.608
ORD-0311,WH-001,10.661084,106.763804,122.96,0.148
ORD-0312,WH-003,10.766156,106.808617,96.6,0.651
ORD-0313,WH-001,10.829011,106.883082,10.36,0.169
ORD-0314,WH-001,10.871448,106.694679,49.96,0.325
ORD-0315,WH-003,10.76835,106.610986,98.8,0.236
ORD-0316,WH-001,10.86645,106.699577,23.05,0.301
ORD-0317,WH-002,10.835827,106.868391,61.06,0.779
ORD-0318,WH-002,10.823017,106.710204,120.61,0.221
ORD-0319,WH-001,10.83177,106.623678,92.36,0.66
ORD-0320,WH-003,10.723442,106.630779,52.55,0.244
ORD-0321,WH-002,10.800655,106.727835,105.02,0.288
ORD-0322,WH-001,10.831704,106.873482,94.15,0.354
ORD-0323,WH-003,10.895007,106.884371,15.88,0.514
ORD-0324,WH-002,10.778272,106.824969,28.2,0.035
ORD-0325,WH-003,10.819522,106.731452,23.3,0.196
ORD-0326,WH-003,10.741582,106.714856,87.25,0.488
ORD-0327,WH-003,10.762481,106.711289,69.37,0.071
ORD-0328,WH-001,10.782365,106.71941,99.19,0.207
ORD-0329,WH-001,10.656478,106.655814,80.07,0.732
ORD-0330,WH-001,10.715444,106.678087,69.71,0.797
ORD-0331,WH-002,10.823495,106.899589,34.03,0.117
ORD-0332,WH-001,10.763011,106.869604,69.54,0.079
ORD-0333,WH-003,10.89189,106.895972,101.84,0.571
ORD-0334,WH-003,10.785543,106.8674,128.45,0.572
ORD-0335,WH-003,10.809425,106.838109,78.77,0.106
ORD-0336,WH-001,10.848016,106.671021,76.63,0.295
ORD-0337,WH-003,10.742228,106.841099,84.99,0.493
ORD-0338,WH-001,10.666437,106.719448,108.96,0.388
ORD-0339,WH-002,10.842291,106.847002,15.69,0.778
ORD-0340,WH-003,10.668541,106.73975,80.02,0.111
ORD-0341,WH-003,10.809948,106.654589,145.11,0.352
ORD-0342,WH-001,10.857848,106.755431,49.1,0.138
ORD-0343,WH-003,10.706368,106.884245,80.24,0.234
ORD-0344,WH-001,10.712651,106.790517,84.87,0.109
ORD-0345,WH-002,10.803607,106.628029,97.94,0.478
ORD-0346,WH-003,10.688549,106.79762,109.49,0.488
ORD-0347,WH-003,10.660299,106.859134,16.78,0.759
ORD-0348,WH-003,10.716164,106.663243,87.96,0.498
ORD-0349,WH-001,10.77451,106.788149,47.0,0.766
ORD-0350,WH-002,10.711219,106.842205,63.88,0.368
ORD-0351,WH-003,10.664978,106.731882,75.22,0.171
ORD-0352,WH-003,10.685917,106.858446,51.3,0.791
ORD-0353,WH-002,10.893844,106.63923,58.73,0.454
ORD-0354,WH-002,10.710434,106.636757,70.19,0.121
ORD-0355,WH-001,10.722553,106.715245,94.23,0.206
ORD-0356,WH-001,10.853369,106.880125,109.56,0.16
ORD-0357,WH-001,10.774566,106.754417,77.32,0.254
ORD-0358,WH-001,10.672512,106.717973,71.3,0.2
ORD-0359,WH-003,10.738224,106.615162,76.76,0.707
ORD-0360,WH-003,10.81813,106.685725,6.19,0.095
ORD-0361,WH-001,10.870614,106.818252,115.76,0.299
ORD-0362,WH-002,10.662789,106.768545,57.57,0.238
ORD-0363,WH-002,10.776064,106.829321,45.56,0.791
ORD-0364,WH-003,10.802761,106.638599,19.02,0.305
ORD-0365,WH-002,10.789458,106.709682,25.92,0.486
ORD-0366,WH-002,10.775019,106.613591,24.87,0.273
ORD-0367,WH-002,10.779833,106.644682,134.5,0.12
ORD-0368,WH-003,10.729633,106.717886,94.39,0.676
ORD-0369,WH-003,10.734093,106.848487,82.19,0.57
ORD-0370,WH-002,10.768723,106.604991,53.03,0.097
ORD-0371,WH-002,10.795926,106.839026,110.17,0.554
ORD-0372,WH-001,10.799227,106.679659,100.06,0.778
ORD-0373,WH-003,10.794409,106.81642,89.61,0.145
ORD-0374,WH-003,10.830296,106.832382,60.13,0.659
ORD-0375,WH-001,10.657893,106.884462,20.93,0.025
ORD-0376,WH-002,10.754695,106.723888,34.56,0.406
ORD-0377,WH-003,10.88013,106.861845,111.7,0.059
ORD-0378,WH-001,10.779671,106.768266,149.73,0.388
ORD-0379,WH-002,10.728438,106.651955,137.26,0.28
ORD-0380,WH-002,10.818967,106.860296,103.71,0.645
ORD-0381,WH-002,10.802519,106.657679,40.75,0.451
ORD-0382,WH-001,10.885371,106.894678,116.82,0.567
ORD-0383,WH-003,10.826247,106.695112,55.58,0.748
ORD-0384,WH-003,10.718364,106.636562,103.11,0.31
ORD-0385,WH-002,10.854594,106.886383,121.67,0.239
ORD-0386,WH-002,10.888828,106.623709,138.98,0.528
ORD-0387,WH-003,10.76977,106.66062,83.09,0.747
ORD-0388,WH-003,10.717905,106.632768,112.43,0.199
ORD-0389,WH-001,10.817458,106.759312,97.5,0.051
ORD-0390,WH-002,10.732573,106.741721,103.77,0.119
ORD-0391,WH-003,10.894478,106.647382,99.67,0.706
ORD-0392,WH-002,10.769362,106.659837,144.77,0.264
ORD-0393,WH-003,10.664791,106.830617,99.58,0.193
ORD-0394,WH-003,10.830779,106.881001,137.42,0.148
ORD-0395,WH-001,10.883481,106.610902,126.25,0.632
ORD-0396,WH-001,10.884152,106.888639,139.28,0.703
ORD-0397,WH-001,10.724598,106.780835,139.63,0.275
ORD-0398,WH-002,10.897275,106.76299,76.62,0.751
ORD-0399,WH-003,10.767005,106.657843,21.33,0.138
ORD-0400,WH-002,10.812071,106.815579,7.04,0.276
ORD-0401,WH-002,10.791945,106.827185,30.45,0.686
ORD-0402,WH-002,10.856747,106.754584,17.58,0.539
ORD-0403,WH-001,10.895421,106.743236,140.69,0.015
ORD-0404,WH-002,10.70888,106.826127,143.34,0.249
ORD-0405,WH-003,10.793219,106.678466,57.14,0.197
ORD-0406,WH-003,10.679556,106.692042,63.79,0.407
ORD-0407,WH-003,10.84246,106.807087,97.61,0.753
ORD-0408,WH-002,10.803656,106.665739,24.37,0.131
ORD-0409,WH-003,10.897209,106.712087,106.78,0.731
ORD-0410,WH-003,10.850499,106.847681,115.47,0.547
ORD-0411,WH-003,10.868284,106.624561,69.78,0.566
ORD-0412,WH-001,10.879311,106.633663,125.17,0.723
ORD-0413,WH-001,10.793175,106.644956,52.58,0.421
ORD-0414,WH-001,10.820074,106.815075,75.88,0.72
ORD-0415,WH-002,10.852173,106.73603,79.42,0.371
ORD-0416,WH-001,10.789699,106.80183,49.68,0.027
ORD-0417,WH-002,10.854113,106.823741,88.86,0.046
ORD-0418,WH-002,10.825096,106.762349,13.74,0.716
ORD-0419,WH-002,10.657934,106.72266,116.5,0.615
ORD-0420,WH-003,10.81147,106.726109,148.96,0.312
ORD-0421,WH-002,10.743911,106.804819,100.96,0.436
ORD-0422,WH-003,10.865072,106.63559,148.96,0.321
ORD-0423,WH-001,10.831965,106.666807,5.5,0.028
ORD-0424,WH-002,10.765751,106.815728,66.5,0.31
ORD-0425,WH-001,10.711878,106.703848,44.97,0.751
ORD-0426,WH-003,10.841372,106.609665,100.73,0.496
ORD-0427,WH-001,10.710167,106.620187,91.12,0.363
ORD-0428,WH-003,10.825822,106.614603,112.38,0.328
ORD-0429,WH-001,10.78494,106.826316,117.53,0.121
ORD-0430,WH-002,10.70854,106.874919,88.54,0.466
ORD-0431,WH-003,10.854596,106.671071,132.06,0.789
ORD-0432,WH-003,10.705261,106.69015,13.84,0.759
ORD-0433,WH-003,10.877894,106.787798,66.94,0.402
ORD-0434,WH-002,10.885397,106.801403,118.94,0.262
ORD-0435,WH-002,10.752065,106.689967,31.66,0.435
ORD-0436,WH-001,10.862335,106.690221,107.6,0.647
ORD-0437,WH-001,10.790596,106.890336,85.81,0.116
ORD-0438,WH-001,10.713749,106.699079,16.47,0.365
ORD-0439,WH-002,10.673116,106.817375,32.62,0.222
ORD-0440,WH-003,10.801242,106.611864,15.55,0.646
ORD-0441,WH-003,10.831076,106.767655,74.51,0.697
ORD-0442,WH-002,10.725797,106.872698,35.71,0.16
ORD-0443,WH-003,10.679329,106.899872,74.44,0.202
ORD-0444,WH-003,10.825942,106.71899,39.7,0.264
ORD-0445,WH-002,10.745165,106.760095,57.09,0.217
ORD-0446,WH-003,10.870703,106.739801,121.41,0.581
ORD-0447,WH-002,10.878583,106.711211,65.02,0.454
ORD-0448,WH-001,10.835313,106.604866,85.23,0.471
ORD-0449,WH-003,10.754395,106.645723,52.83,0.31
ORD-0450,WH-001,10.774825,106.796382,104.3,0.213
ORD-0451,WH-002,10.891627,106.792508,76.14,0.143
ORD-0452,WH-002,10.692316,106.816094,75.81,0.734
ORD-0453,WH-003,10.897581,106.887171,80.97,0.673
ORD-0454,WH-001,10.886297,106.800465,115.83,0.336
ORD-0455,WH-003,10.707858,106.812151,6.33,0.41
ORD-0456,WH-002,10.665113,106.791319,140.42,0.731
ORD-0457,WH-003,10.771964,106.601984,84.99,0.019
ORD-0458,WH-003,10.830548,106.760721,46.57,0.407
ORD-0459,WH-003,10.818508,106.84185,136.92,0.095
ORD-0460,WH-001,10.781096,106.672291,94.87,0.209
ORD-0461,WH-002,10.716831,106.719069,59.09,0.331
ORD-0462,WH-003,10.710802,106.809171,48.5,0.664
ORD-0463,WH-001,10.813434,106.857466,115.14,0.084
ORD-0464,WH-002,10.744292,106.742802,97.33,0.565
ORD-0465,WH-001,10.774965,106.730173,118.73,0.457
